регион,район,город,тип,население,широта,долгота,расстояние
Красноярский край,Норильск,Кайеркан,р-н,22338,69.3522222222222,87.7533333333333,17
Красноярский край,Норильск,Норильск,г,175365,69.3491666666667,88.2011111111111,34
